audit_date,display_section,display_order,institution,display_label,shown_publication_linked_records,count_audit_status,representative_page_url,representative_title,representative_doi,representative_doi_url,evidence_status,evidence_basis,matched_affiliation_or_local_evidence,metadata_or_project_source_url,website_content_source,logo_path
2026-07-02,core,11,Hohai University,Hohai University,4,COUNT_MATCH,https://qmohsu.github.io/publications/2022-data-denoising-based-on-hadamard-matrix-transformation-and-r/,Data Denoising Based on Hadamard Matrix Transformation and Rayleigh Quotient Maximization: Application to GNSS Signal Classification,10.1109/tim.2022.3184357,https://doi.org/10.1109/tim.2022.3184357,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,"Hohai University | School of Science, Hohai University, Nanjing, China",https://api.openalex.org/works/doi:10.1109%2Ftim.2022.3184357,content/publications/2022-data-denoising-based-on-hadamard-matrix-transformation-and-r.md,/images/partners/hohai-university-20260701.png
2026-07-02,core,12,Harbin Institute of Technology,HIT,3,COUNT_MATCH,https://qmohsu.github.io/publications/2023-an-anti-spoofing-model-based-on-mvm-and-mccm-for-a-loosely-c/,An Anti-spoofing Model based on MVM and MCCM for a Loosely-coupled GNSS/INS/LiDAR Kalman Filter,10.1109/tiv.2023.3335356,https://doi.org/10.1109/tiv.2023.3335356,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,"Harbin Institute of Technology | School of Instrumentation Science and Engineering, Harbin Institute of Technology, Harbin, China",https://api.openalex.org/works/doi:10.1109%2Ftiv.2023.3335356,content/publications/2023-an-anti-spoofing-model-based-on-mvm-and-mccm-for-a-loosely-c.md,/images/partners/harbin-institute-technology-20260701.png
2026-07-02,core,13,University College London,UCL,2,COUNT_MATCH,https://qmohsu.github.io/publications/2014-multipath-mitigation-and-nlos-detection-using-vector-trackin/,Multipath mitigation and NLOS detection using vector tracking in urban,10.1007/s10291-014-0384-6,https://doi.org/10.1007/s10291-014-0384-6,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,"University College London | Faculty of Engineering, University College London, London, UK",https://api.openalex.org/works/doi:10.1007%2Fs10291-014-0384-6,content/publications/2014-multipath-mitigation-and-nlos-detection-using-vector-trackin.md,/images/partners/ucl-20260701.svg
2026-07-02,core,14,"University of California, Berkeley",UC Berkeley,1,COUNT_MATCH,https://qmohsu.github.io/projects/urbanloco/,UrbanLoco,,,VERIFIED_LOCAL_PROJECT,Local public project page,content/projects/urbanloco.md states collaboration with the Mechanical Systems Control Lab at UC Berkeley.,content/projects/urbanloco.md,content/projects/urbanloco.md,/images/partners/uc-berkeley-20260701.svg
2026-07-02,core,15,Shanghai Jiao Tong University,SJTU,2,COUNT_MATCH,https://qmohsu.github.io/publications/2023-high-accuracy-absolute-position-aided-code-phase-tracking-ba/,High-Accuracy Absolute-Position-Aided Code Phase Tracking Based on RTK/INS Deep Integration in Challenging Static Scenarios,10.3390/rs15041114,https://doi.org/10.3390/rs15041114,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,"Shanghai Jiao Tong University | Shanghai Key Laboratory of Navigation and Location-Based Service, School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University, Shanghai 200240, China",https://api.openalex.org/works/doi:10.3390%2Frs15041114,content/publications/2023-high-accuracy-absolute-position-aided-code-phase-tracking-ba.md,/images/partners/sjtu-20260701.png
2026-07-02,core,16,Beihang University,Beihang University,2,COUNT_MATCH,https://qmohsu.github.io/publications/2024-random-forest-based-multipath-parameter-estimation/,Random forest-based multipath parameter estimation,10.1007/s10291-024-01667-x,https://doi.org/10.1007/s10291-024-01667-x,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,"Beihang University | School of Electronics and Information Engineering, Beihang University, 37 Xueyuan Road, Beijing, China",https://api.openalex.org/works/doi:10.1007%2Fs10291-024-01667-x,content/publications/2024-random-forest-based-multipath-parameter-estimation.md,/images/partners/beihang-20260701.png
2026-07-02,core,17,The University of Hong Kong,HKU,1,COUNT_MATCH,https://qmohsu.github.io/publications/2023-ecmd-an-event-centric-multisensory-driving-dataset-for-slam/,ECMD: An Event-Centric Multisensory Driving Dataset for SLAM,10.1109/tiv.2023.3339144,https://doi.org/10.1109/tiv.2023.3339144,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,"University of Hong Kong | Adaptive Robotic Controls Lab (ArcLab), Department of Mechanical Engineering, The University of Hong Kong, Hong Kong SAR, China",https://api.openalex.org/works/doi:10.1109%2Ftiv.2023.3339144,content/publications/2023-ecmd-an-event-centric-multisensory-driving-dataset-for-slam.md,/images/partners/hku-20260701.svg
2026-07-02,core,18,Hong Kong University of Science and Technology,HKUST,1,COUNT_MATCH,https://qmohsu.github.io/publications/2024-an-adaptive-weighted-gnssvinswi-fi-rtt-based-seamless/,An Adaptive Weighted GNSS/VINS/Wi-Fi RTT-based Seamless Positioning System for Smartphone,10.1109/IPIN62893.2024.10786175,https://doi.org/10.1109/IPIN62893.2024.10786175,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,"Hong Kong University of Science and Technology | The Hong Kong University of Science and Technology,Department of Mechanical and Aerospace Engineering,Hong Kong,China",https://api.openalex.org/works/doi:10.1109%2FIPIN62893.2024.10786175,content/publications/2024-an-adaptive-weighted-gnssvinswi-fi-rtt-based-seamless.md,/images/partners/hkust-20260701.svg
2026-07-02,core,19,German Aerospace Center (DLR),DLR,1,COUNT_MATCH,https://qmohsu.github.io/publications/2023-editorial-enhanced-gnss-based-localization-solutions-with-ar/,Editorial: Enhanced GNSS-based localization solutions with artificial intelligence,10.3389/frobt.2023.1265989,https://doi.org/10.3389/frobt.2023.1265989,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,"Deutsches Zentrum für Luft- und Raumfahrt e. V. (DLR) | Navigation Department, Institute of Communication and Navigation, German Aerospace Center (DLR), Weßling, Germany | DLR Institut für Kommunikation und Navigation (Kalkhorstweg 53, D-17235 Neustrelitz - Germany)",https://api.openalex.org/works/doi:10.3389%2Ffrobt.2023.1265989,content/publications/2023-editorial-enhanced-gnss-based-localization-solutions-with-ar.md,/images/partners/dlr-20260701.svg
2026-07-02,additional,1,Arizona State University,Arizona State University,3,COUNT_MATCH,https://qmohsu.github.io/publications/2022-carrier-aided-dual-frequency-vectorized-tracking-architectur/,Carrier-Aided Dual Frequency Vectorized Tracking Architecture for NavIC Signals,10.1109/tim.2022.3146927,https://doi.org/10.1109/tim.2022.3146927,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,"Arizona State University | Department of Electrical Engineering, Arizona State University, Tempe, AZ, USA",https://api.openalex.org/works/doi:10.1109%2Ftim.2022.3146927,content/publications/2022-carrier-aided-dual-frequency-vectorized-tracking-architectur.md,/images/partners/asu-20260701.png
2026-07-02,additional,2,BITS Pilani,BITS Pilani,3,COUNT_MATCH,https://qmohsu.github.io/publications/2022-carrier-aided-dual-frequency-vectorized-tracking-architectur/,Carrier-Aided Dual Frequency Vectorized Tracking Architecture for NavIC Signals,10.1109/tim.2022.3146927,https://doi.org/10.1109/tim.2022.3146927,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,"Birla Institute of Technology and Science, Pilani - Goa Campus | Birla Institute of Technology and Science, Pilani | Department of Electrical and Electronics Engineering, Birla Institute of Technology and Science, Pilani, K K Birla Goa Campus, Pilani, India",https://api.openalex.org/works/doi:10.1109%2Ftim.2022.3146927,content/publications/2022-carrier-aided-dual-frequency-vectorized-tracking-architectur.md,/images/partners/bits-pilani-20260701.png
2026-07-02,additional,3,Xi'an Railway Survey and Design Institute,Xi'an Railway Survey and Design Institute,3,COUNT_MATCH,https://qmohsu.github.io/publications/2019-a-gradient-boosting-decision-tree-based-gps-signal-reception/,A Gradient Boosting Decision Tree Based GPS Signal Reception Classification Algorithm,10.1016/j.asoc.2019.105942,https://doi.org/10.1016/j.asoc.2019.105942,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,Xi'an Railway Survey and Design Institute,https://api.openalex.org/works/doi:10.1016%2Fj.asoc.2019.105942,content/publications/2019-a-gradient-boosting-decision-tree-based-gps-signal-reception.md,
2026-07-02,additional,4,Beijing Institute of Technology,Beijing Institute of Technology,2,COUNT_MATCH,https://qmohsu.github.io/publications/2019-intelligent-gps-l1-losmultipathnlos-classifiers-based-on-c/,"Intelligent GPS L1 LOS/Multipath/NLOS Classifiers Based on Correlator-, RINEX-and NMEA-Level Measurements",10.3390/rs11161851,https://doi.org/10.3390/rs11161851,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,"Beijing Institute of Technology | Radar Research Lab, School of Information and Electronics, Beijing Institute of Technology, Beijing 100081, China",https://api.openalex.org/works/doi:10.3390%2Frs11161851,content/publications/2019-intelligent-gps-l1-losmultipathnlos-classifiers-based-on-c.md,/images/partners/bit-logo-20260701.png
2026-07-02,additional,5,Chinese Academy of Sciences,Chinese Academy of Sciences,2,COUNT_MATCH,https://qmohsu.github.io/publications/2020-multi-agent-collaborative-gnsscamerains-integration-aided/,Multi-Agent Collaborative GNSS/Camera/INS Integration Aided by Inter-ranging for Vehicular Navigation in Urban Areas,10.1109/access.2020.3006210,https://doi.org/10.1109/access.2020.3006210,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,"Guangzhou Institute of Applied Software Technology, Chinese Academy of Sciences | Institute of Software Application Technology, Guangzhou Chinese Academy of Sciences, Guangzhou, China",https://api.openalex.org/works/doi:10.1109%2Faccess.2020.3006210,content/publications/2020-multi-agent-collaborative-gnsscamerains-integration-aided.md,/images/partners/cas-20260701.png
2026-07-02,additional,6,Huawei Technologies,Huawei Technologies,2,COUNT_MATCH,https://qmohsu.github.io/publications/2022-gnss-rtk-adaptively-integrated-with-lidarimu-odometry-for-c/,GNSS-RTK Adaptively Integrated with LiDAR/IMU Odometry for Continuously Global Positioning in Urban Canyons,10.3390/app12105193,https://doi.org/10.3390/app12105193,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,"Huawei Technologies (China) | Riemann Laboratory, Huawei Technologies, Xi’an 710075, China",https://api.openalex.org/works/doi:10.3390%2Fapp12105193,content/publications/2022-gnss-rtk-adaptively-integrated-with-lidarimu-odometry-for-c.md,/images/partners/huawei.png
2026-07-02,additional,7,Shandong University,Shandong University,2,COUNT_MATCH,https://qmohsu.github.io/publications/2019-a-gradient-boosting-decision-tree-based-gps-signal-reception/,A Gradient Boosting Decision Tree Based GPS Signal Reception Classification Algorithm,10.1016/j.asoc.2019.105942,https://doi.org/10.1016/j.asoc.2019.105942,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,"Shandong University | Shandong Provincial Key Laboratory of Optical Astronomy and Solar-Terrestrial Environment, Shandong University, Weihai 264209, China",https://api.openalex.org/works/doi:10.1016%2Fj.asoc.2019.105942,content/publications/2019-a-gradient-boosting-decision-tree-based-gps-signal-reception.md,/images/partners/shandong-university-20260701.png
2026-07-02,additional,8,Southern University of Science and Technology,Southern University of Science and Technology,2,COUNT_MATCH,https://qmohsu.github.io/publications/2020-multi-objective-flight-altitude-decision-considering-contrai/,"Multi-Objective Flight Altitude Decision Considering Contrails, Fuel Consumption and Flight Time",10.3390/su12156253,https://doi.org/10.3390/su12156253,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,"Southern University of Science and Technology | Department of Earth and Space Sciences, Southern University of Science and Technology, Shenzhen 518000, China",https://api.openalex.org/works/doi:10.3390%2Fsu12156253,content/publications/2020-multi-objective-flight-altitude-decision-considering-contrai.md,/images/partners/sustech-logo-20260701.png
2026-07-02,additional,9,Tianjin University,Tianjin University,2,COUNT_MATCH,https://qmohsu.github.io/publications/2021-coarse-to-fine-loosely-coupled-lidar-inertial-odometry-for-u/,Coarse-to-Fine Loosely-Coupled LiDAR-Inertial Odometry for Urban Positioning and Mapping,10.3390/rs13122371,https://doi.org/10.3390/rs13122371,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,"Tianjin University | School of Precision Instrument and Opto-Electronics Engineering, Tianjin University, Tianjin 300072, China",https://api.openalex.org/works/doi:10.3390%2Frs13122371,content/publications/2021-coarse-to-fine-loosely-coupled-lidar-inertial-odometry-for-u.md,/images/partners/tianjin-university-20260701.png
2026-07-02,additional,10,Tokyo University of Marine Science and Technology,Tokyo University of Marine Science and Technology,2,COUNT_MATCH,https://qmohsu.github.io/publications/2014-multipath-mitigation-and-nlos-detection-using-vector-trackin/,Multipath mitigation and NLOS detection using vector tracking in urban,10.1007/s10291-014-0384-6,https://doi.org/10.1007/s10291-014-0384-6,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,"Tokyo University of Marine Science and Technology | Tokyo University of Marine Science and Technology, Tokyo, Japan",https://api.openalex.org/works/doi:10.1007%2Fs10291-014-0384-6,content/publications/2014-multipath-mitigation-and-nlos-detection-using-vector-trackin.md,/images/partners/tokyo-marine-science-logo-20260701.svg
2026-07-02,additional,11,Transport for London,Transport for London,2,COUNT_MATCH,https://qmohsu.github.io/publications/2019-a-gradient-boosting-decision-tree-based-gps-signal-reception/,A Gradient Boosting Decision Tree Based GPS Signal Reception Classification Algorithm,10.1016/j.asoc.2019.105942,https://doi.org/10.1016/j.asoc.2019.105942,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,Transport for London,https://api.openalex.org/works/doi:10.1016%2Fj.asoc.2019.105942,content/publications/2019-a-gradient-boosting-decision-tree-based-gps-signal-reception.md,/images/partners/transport-for-london-20260701.png
2026-07-02,additional,12,Xi'an Aeronautical University,Xi'an Aeronautical University,2,COUNT_MATCH,https://qmohsu.github.io/publications/2024-enhancing-smartphone-based-pedestrian-positioning-using-fac/,Enhancing Smartphone-based Pedestrian Positioning: Using Factor Graph Optimization with Indoor/Outdoor Detection for 3DMA GNSS/Visual-Inertial State Estimation,10.47852/bonviewjdsis42022961,https://doi.org/10.47852/bonviewjdsis42022961,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,Xi'an Aeronautical University,https://api.openalex.org/works/doi:10.47852%2Fbonviewjdsis42022961,content/publications/2024-enhancing-smartphone-based-pedestrian-positioning-using-fac.md,/images/partners/xaau-logo-20260702.png
2026-07-02,additional,13,Beijing Jiaotong University,Beijing Jiaotong University,1,COUNT_MATCH,https://qmohsu.github.io/publications/2020-sky-visibility-estimation-based-on-gnss-satellite-visibility/,Sky Visibility Estimation based on GNSS Satellite Visibility: An Approach of GNSS based Context-Awareness,10.1007/s10291-020-0973-5,https://doi.org/10.1007/s10291-020-0973-5,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,"Beijing Jiaotong University | School of Electronic and Information Engineering, Beijing Jiaotong University, Beijing, China",https://api.openalex.org/works/doi:10.1007%2Fs10291-020-0973-5,content/publications/2020-sky-visibility-estimation-based-on-gnss-satellite-visibility.md,/images/partners/bjtu-logo-20260702.png
2026-07-02,additional,14,Beijing Satellite Navigation Center,Beijing Satellite Navigation Center,1,COUNT_MATCH,https://qmohsu.github.io/publications/2026-single-frequency-rtk-positioning-in-the-presence-of-ambiguity/,Single-frequency RTK positioning in the presence of ambiguity-like code biases,10.1016/j.measurement.2026.120370,https://doi.org/10.1016/j.measurement.2026.120370,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,Beijing Satellite Navigation Center,https://api.openalex.org/works/doi:10.1016%2Fj.measurement.2026.120370,content/publications/2026-single-frequency-rtk-positioning-in-the-presence-of-ambiguity.md,
2026-07-02,additional,15,Chang'an University,Chang'an University,1,COUNT_MATCH,https://qmohsu.github.io/publications/2021-integration-of-gnss-and-ble-technology-with-inertial-sensors/,Integration of GNSS and BLE Technology With Inertial Sensors for Real-Time Positioning in Urban Environments,10.1109/access.2021.3052733,https://doi.org/10.1109/access.2021.3052733,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,"Chang'an University | College of Geological Engineering and Geomatics, Chang’an University, Xi’an, China",https://api.openalex.org/works/doi:10.1109%2Faccess.2021.3052733,content/publications/2021-integration-of-gnss-and-ble-technology-with-inertial-sensors.md,/images/partners/changan-university-20260701.png
2026-07-02,additional,16,Chemnitz University of Technology,Chemnitz University of Technology,1,COUNT_MATCH,https://qmohsu.github.io/publications/2021-factor-graph-optimization-for-gnssins-integration-a-compar/,Factor Graph Optimization for GNSS/INS Integration: A Comparison with the Extended Kalman Filter,10.1002/navi.421,https://doi.org/10.1002/navi.421,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,Chemnitz University of Technology | Chemnitz University of Technology Chemnitz Germany,https://api.openalex.org/works/doi:10.1002%2Fnavi.421,content/publications/2021-factor-graph-optimization-for-gnssins-integration-a-compar.md,/images/partners/chemnitz-logo-20260702.svg
2026-07-02,additional,17,Curtin University,Curtin University,1,COUNT_MATCH,https://qmohsu.github.io/publications/2019-a-gps-spoofing-generator-using-an-open-sourced-vector-tracki/,A GPS Spoofing Generator using an Open Sourced Vector Tracking-Based Receiver,10.3390/s19183993,https://doi.org/10.3390/s19183993,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,"Curtin University | School of Earth and Planetary Sciences, Curtin University, 6102 Perth, Australia",https://api.openalex.org/works/doi:10.3390%2Fs19183993,content/publications/2019-a-gps-spoofing-generator-using-an-open-sourced-vector-tracki.md,/images/partners/curtin-logo-20260702.png
2026-07-02,additional,18,Giustino Fortunato University,Giustino Fortunato University,1,COUNT_MATCH,https://qmohsu.github.io/publications/2020-machine-learning-based-losnlos-classifier-and-robust-estima/,Machine Learning based LOS/NLOS Classifier and Robust Estimator for GNSS Shadow Matching,10.1186/s43020-020-00016-w,https://doi.org/10.1186/s43020-020-00016-w,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,Giustino Fortunato University,https://api.openalex.org/works/doi:10.1186%2Fs43020-020-00016-w,content/publications/2020-machine-learning-based-losnlos-classifier-and-robust-estima.md,/images/partners/giustino-fortunato-20260701.png
2026-07-02,additional,19,Hiroshima University,Hiroshima University,1,COUNT_MATCH,https://qmohsu.github.io/publications/2024-enhancing-smartphone-based-pedestrian-positioning-using-fac/,Enhancing Smartphone-based Pedestrian Positioning: Using Factor Graph Optimization with Indoor/Outdoor Detection for 3DMA GNSS/Visual-Inertial State Estimation,10.47852/bonviewjdsis42022961,https://doi.org/10.47852/bonviewjdsis42022961,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,"Hiroshima University | Graduate School of Advanced Science and Engineering, Hiroshima University, Japan",https://api.openalex.org/works/doi:10.47852%2Fbonviewjdsis42022961,content/publications/2024-enhancing-smartphone-based-pedestrian-positioning-using-fac.md,/images/partners/hiroshima-university-20260701.png
2026-07-02,additional,20,Institut für Automation und Kommunikation,Institut für Automation und Kommunikation,1,COUNT_MATCH,https://qmohsu.github.io/publications/2023-editorial-enhanced-gnss-based-localization-solutions-with-ar/,Editorial: Enhanced GNSS-based localization solutions with artificial intelligence,10.3389/frobt.2023.1265989,https://doi.org/10.3389/frobt.2023.1265989,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,Institut für Automation und Kommunikation,https://api.openalex.org/works/doi:10.3389%2Ffrobt.2023.1265989,content/publications/2023-editorial-enhanced-gnss-based-localization-solutions-with-ar.md,/images/partners/ifak-20260701.svg
2026-07-02,additional,21,McGill University,McGill University,1,COUNT_MATCH,https://qmohsu.github.io/publications/2023-intelligent-environment-adaptive-gnssins-integrated-positio/,Intelligent Environment-Adaptive GNSS/INS Integrated Positioning with Factor Graph Optimization,10.3390/rs16010181,https://doi.org/10.3390/rs16010181,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,"McGill University | Department of Electrical and Computer Engineering, McGill University, Montreal, QC H3A 0G4, Canada",https://api.openalex.org/works/doi:10.3390%2Frs16010181,content/publications/2023-intelligent-environment-adaptive-gnssins-integrated-positio.md,/images/partners/mcgill-crest-20260701.png
2026-07-02,additional,22,McMaster University,McMaster University,1,COUNT_MATCH,https://qmohsu.github.io/publications/2026-certifiable-alignment-of-gnss-and-local-frames-via-lagrangian/,Certifiable Alignment of GNSS and Local Frames via Lagrangian Duality,10.1109/LRA.2026.3693943,https://doi.org/10.1109/LRA.2026.3693943,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,"McMaster University | Department of Computing and Software, McMaster University, Hamilton, ON, Canada",https://api.openalex.org/works/doi:10.1109%2FLRA.2026.3693943,content/publications/2026-certifiable-alignment-of-gnss-and-local-frames-via-lagrangian.md,/images/partners/mcmaster-logo-20260702.svg
